SAM_index_LN_1973	SAM_index_LN_1988	SAM_index_LN_1998	SAM_index_LN_2011	SAM_index_LN_mean
-1.2153313717475154	-0.02704504152222823	-0.015648314038227085	0.5649822557419513	-0.17326061789150488
-0.6313565163613757	-0.3682789430790536	0.39855733894587125	0.6448667762988642	0.010947163951076533
-0.19672549891517246	-0.5122420309937568	0.49444398587990995	0.5552016215815013	0.08516951938812052
-0.6159989589976892	0.17964208466405207	0.6287105138533075	0.11331686733912863	0.07641762671469973
-1.6451701587024954	0.38991637753382113	-0.11978824681826161	-0.4869450326112369	-0.4654967651495432
-2.065345081245837	0.02082588470052804	-0.013070037984469558	-0.9032198455442748	-0.7402022700185134
-1.8935207312647135	-0.5888990356935202	0.03792564671648202	-1.0554549024647835	-0.8749872556766338
-0.8479924251463947	-0.25163530559628533	0.5234776162243975	-0.6979853350332094	-0.31853386238787296
-0.32445292095512707	-0.0012669517746048964	0.5621751109805235	0.05271336770596813	0.07229215148918992
0.019004276619069005	0.7822860874901718	0.15635819675104218	0.20406097453550956	0.2904273838489481
-0.5511356989278859	1.0225281686949204	-0.220490478193286	0.24191772710019288	0.12320492966848533
-0.8648166105551534	1.065971186042745	-0.28508283244584687	-0.38735912003485035	-0.1178218442482764
-0.6359805984143106	0.39197619590285565	0.12660993554382832	-0.2904355577313656	-0.10195750617474807
0.2892515124784166	0.034305784503325665	0.7554991071128174	-0.035074129450506066	0.26099556866101337
0.7929261470018745	0.2008287878884077	1.250892431050565	0.5941279850452978	0.7096938377465363
0.10070106367753606	0.6446052120615264	0.7965179844753157	0.9982820980517035	0.6350265895665204
-0.4800089095318345	0.22362224285640955	0.705390872502833	1.0467975932878992	0.37395044977882685
-0.8838127132918059	-0.35966133561676605	0.678650600025003	1.2139838488462305	0.1622900999906654
-0.3156251279449789	-0.35943713769904806	1.529911410440631	1.2804211651300128	0.5338175774816543
-0.02043587373949814	-0.21652497752364824	1.5900431602885932	1.2466093166641594	0.6499229064224015
0.48867088949867	0.1637754111955474	1.4247018667614832	1.2965914399454272	0.843434901850282
0.49104832158447176	-0.4580421843854182	1.3520804245806448	1.448350076290785	0.7083591595176209
0.5614791632776068	-0.05090810738934337	1.310010619478843	1.1022211868637823	0.7307007155577222
0.04729525136111534	0.14290165089800638	1.0455177968409255	0.3177386603984661	0.38836333987462834
0.3271549729426243	0.5047617608848924	0.6763759253181553	0.15166872363877265	0.41499034569611115
0.5771870298877277	0.46768503024226976	0.5830021633785397	0.30359083763246664	0.482866265285251
0.866056705287531	0.6692809953803693	0.8784763357711205	0.5857999665600627	0.749903500749771
0.41804387462753156	0.7837153492156244	1.0944957002824147	0.6226571700749197	0.7297280235501227
-0.5273193409602958	1.0899790463983863	0.35619794486701695	0.16503652448271144	0.2709735436969547
-0.6997228688955242	1.1502415783650173	-0.05818519813527493	-0.26068262573419926	0.03291272140000473
-1.1037835661028808	1.3163255274945682	-0.3700024645715111	-0.8771988747191234	-0.25866484447473675
-0.3470128364255062	0.5707413397533339	0.23359437940491046	-0.8881004984681635	-0.10769440393385635
-0.11611233512567645	0.179417886746334	1.0010238517537975	-0.10945178865346916	0.23871940368024647
0.1312807254962874	0.36604397008680123	1.3834447791114095	0.13690435659904868	0.5044184578233867
-0.5560073328483014	0.8655616015525702	1.724496519860089	0.8749592309369186	0.7272525048753191
-1.0926904399657897	0.5752533228474096	1.1603398262422346	0.7418183633420639	0.3461802681164796
-0.7345996574705385	-0.031687806734972845	0.9786647802513744	0.6864648316154677	0.2247105369153327
0.05420334970080261	0.004599560405684174	0.7163999244207799	0.5322633721249734	0.32686655166306
0.6982679178253323	0.6275521579450973	0.7969710511007043	0.5617921062044218	0.6711458082688889
0.22808751805096056	0.47983842569856927	0.7804177715091882	0.5714793245658225	0.5149557599561352
-0.6933892777199895	-0.3840335175886991	0.423008924346996	0.15552212534955184	-0.12472293640303518
-1.669075261679183	-1.012932030737593	-0.09858753122404858	0.11314871890084033	-0.6668615261849961
-1.1776100720914542	-0.9551029803361933	-0.4319838472406471	0.3402145016497009	-0.5561205995046484
-0.180485162250472	-0.4119368167646913	-0.7289433308381099	0.7107669517381138	-0.15264958952878985
1.0042747215607086	0.4066985258330079	-0.163338692334993	0.7966908037035566	0.51108133969057
0.9430733608136332	1.161600939529399	-0.24878145293533255	0.47177197145067185	0.5819162047145929
0.3280938017230682	1.3034855259152578	-0.2503928754689311	-0.001500491272227918	0.34492149022429175
-0.5453345778069321	0.6816165516448152	-0.7568139344844351	-0.42714023805994683	-0.2619180496766247
